"","11","21","22","23","31","32","33","41","44","45","48","49","51","52","53","54","55","56","61","62","71","72","81","91","Total"
"1",0.461596058161442,0,0,0,0.53662866528187,0,0.00140089850731849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000374378049369596,1
"2",0.423766148083512,0,0,0,0.530923446910848,0.00477791729627344,0.0215697959009939,0.00334134973503309,0,0,0,0,0,0,0,0,0,0.000223466065081831,0,0,0,0.0152169749079533,0.00018090110030434,0,1
"3",0.457729229739392,0,0,0.0621015958984345,0.344677549405912,0,0.0373796230089303,0.00117144117691804,0.000258629870228659,0,0.000715035523573352,0,0,0,0,0,0,0,0,0,0.000928024828467542,0.0909312196680409,0.00260151222406475,0.00150613865603749,1
"4",0.75633581385599,0,0,0,0.224441882402264,0,0.00119484330782937,0.00173985955350592,2.09621632952521e-05,0,6.28864898857562e-05,0,0,0,0,0,0,0,0,0,0.000241064877895399,0.0157425846347343,0.000220102714600147,0,1
"5",0.0987731584446215,0,0,0,0.699325547475458,0.00156199894487488,0.0190905235282556,0.000310330916200308,0.000274125642643606,0,0,0,0,0,0,0,0,0,0,0,0,0.180664315047946,0,0,1
"6",0.164300530953242,0,0,0,0.739128779949379,0,0.0160332654575903,0.000561402173292481,0.001817420594896,0,0,0,0,0,0,0,0,0,0,0,0,0.0781586008716007,0,0,1
"7",0.0700078479957337,0,0,0,0.362717129822617,5.12332065699601e-05,0.0134091274286286,0.00207960243031702,0.00552154239897161,0.000232878211681637,0.0134836484563668,0,0.00243823487630674,0,0,0.000530962322634132,0,0.0456697460928858,0.00694209949022959,0.015560922104567,0.0680097529395052,0.384672887619961,0.00241727583725539,0.00625510876576877,1
"8",0.00370470768952742,0,0,0,0.29208457576579,0,0,0,0,0,0.00193141772838168,0,0,0,0,0,0,0.0740489744284811,0,0,0.160488388903949,0.458626999186771,0.00911493629709948,0,1
"10",0,0.210817025881504,0,0.488276670574443,0.00417079989178465,0.271011813508883,0.00189376859951303,0,0,0,0.00780052304085129,0,0,0,0,0,0,0,0,0,0.000180358914239336,0,0,0.0158490395887817,1
"13",0.00290166577109081,0.00687802256851155,0,0.656528747984954,0.00204191295002687,0.148199892530897,0.161740999462654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217087587318646,0,0,1
