"","1","2","3","4","5","6","7","8","10","13","14","15","16","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","43","9","11","12","17","18","Total"
"11",0.0982050636423899,0.102318566517474,0.0773035359167125,0.185408241394018,0.0490665611527058,0.0443646809144772,0.0772393025801247,0.00084274137603223,0,6.93720035148482e-05,0,0,0.052794664008263,0.00688581368221456,0.0360760111611846,0.00106884272082136,0.0693976968494833,0.00109967472238352,0.000123328006248619,0.0530207653530521,0.00306007615504386,0.00576815362558645,0,0.00204262010349275,0.00390281753107609,8.47880042959256e-05,0.00480465357676911,0.00264384413395477,0.00495367491765286,0.000169576008591851,0.000167006675128338,0.000223532011325622,0,0,0.000197838676690493,0,0.010264487186734,0.00084274137603223,0,0,0.052794664008263,0.052794664008263,1
"21",0,0,0,0,0,0,0,0,0.00860363651084862,5.88849039347997e-05,0.0411485868543132,0.0171502282710104,0.222267510438269,0.133991678827013,0.0225593587433961,0.000115929654621637,8.37269727822933e-05,0.00401613446367814,0.000386432182072123,5.52045974388747e-06,0,3.58829883352686e-05,1.38011493597187e-05,0.00215665960661204,0,0.00626020134956839,0.017319522369823,0.00245384435615798,0.0293200817764103,0.00162945570107079,0.00298932895131507,0.000898914861629676,0.00455713951857911,0,0.0178393656623724,0,0.00239587952884716,0,0.00860363651084862,0.00860363651084862,0.222267510438269,0.222267510438269,1
"22",0,0,0,0,0,0,0,0,0,0,0,0.197299166892237,0.111071009654426,0.318836656741556,0.0586784564949322,0,0,0,0,0,0.00781978405365575,0,0,0.0212337213149268,0,0,0,0,0.00851153418147914,0.00210532647598424,0,0,0,0,0,0,0.0523023248819513,0,0,0,0.111071009654426,0.111071009654426,1
"23",0,0,0.00651660280970626,0,0,0,0,0,0.0345753512132823,0.00975255427841635,0,0.000365581098339719,0.0296056832694764,0.0113314176245211,0.00283205619412516,0.00165229885057471,6.38569604086845e-06,0.018735632183908,0.0645961047254151,0.000651340996168582,0.116969987228608,0.00213282247765006,0.00323754789272031,0.00772509578544061,0.0135680076628352,0.138291826309068,0.0363984674329502,0.162600574712644,0.0731257982120051,0.0567895913154534,0.0125862068965517,0.000301724137931035,0.025014367816092,0.0350654533844189,0.000483716475095785,0,0.0067257343550447,0,0.0345753512132823,0.0345753512132823,0.0296056832694764,0.0296056832694764,1
"31",0.0580003550376183,0.0651246025406074,0.0295725451498207,0.0279513807308554,0.176486328441124,0.101391956309488,0.203303416192848,0.0337546794480209,0.00024147779187486,2.48004218682288e-05,0,0,0.0029629977705726,0.00571323402722303,0.00270846712508289,0.000657863822188807,9.52858313884581e-05,0.00139143419534379,0.0193247497767962,0.0420771789128539,0.103565256436362,0.016601924512737,0.00052864057140172,0.0169530462749766,0.0307120592703977,0.00226205953145477,0.00069963295375635,0.00819719207013037,0.00503840149533491,0.000199708660307316,0.00127265322744858,0,0,4.56849876520005e-05,2.61057072297146e-06,0,0.00297474533882597,0.0337546794480209,0.00024147779187486,0.00024147779187486,0.0029629977705726,0.0029629977705726,1
"32",0,0.000201063982231138,0,0,0.000135236798738984,0,9.85168732535645e-06,0,0.00538305151536863,0.000617521673712116,0,0.000258830694275274,0.23110894174966,0.0429658952496955,0.020008776957799,0.0184342982016193,0.00625626925557068,0.0207024253062979,0.0642522569320054,0.00204512072795013,0.00653435552052733,0.04486682309952,0.00629030235724009,0.0144336175395859,0.000558411549759977,0.0351745539872465,0.001280271548327,0.00104338324854912,0.000735741921616393,6.31403596761482e-05,0.000621104105466791,4.29891810561009e-05,1.79121587733754e-06,3.13462778534069e-05,8.95607938668768e-07,0.00111547968761195,0.00184226552984166,0,0.00538305151536863,0.00538305151536863,0.23110894174966,0.23110894174966,1
"33",5.64329418541238e-05,0.000986117009813008,0.00119530808737571,5.54599600980182e-05,0.00179563783089285,0.000819737129518953,0.00280121447582797,0,4.08652337564345e-05,0.000732168771469451,0.0288022059442374,0.00243975175343475,0.000884440416299974,0.00423830852959592,0.00437355299369459,0.00831996699645883,5.30275057077542e-05,0.0111936686131167,0.0120897848104899,0,0.00190412529669862,0.00139817478352372,0.0067889802032267,0.024015622195076,0.00505026180506602,0.00578437654004769,0.144636170499485,0.0412670752217061,0.154392258567956,0.113259454828592,0.21348825148854,0.0894612940560058,0.0155360861906159,0.0230139374771653,0.0283400396100873,0.00460998756042825,0.044325643372024,0,4.08652337564345e-05,4.08652337564345e-05,0.000884440416299974,0.000884440416299974,1
"41",0,0.00289948751096542,0.000711020822752666,0.00153285008541484,0.000554042199547532,0.000544808162888407,0.0082459947365991,0,0,0,0,0,0.126986472136294,0.0421626113855672,0.0102867168382658,0,0,0.00490327346599566,0.033833510319036,0,0.00910476014589778,0.0183572648783416,0.00211459439493975,0.402816381181033,0.000397063576342398,0.000637148529479662,0.002206934761531,0.0137494805854379,0.00916016436585253,0.00741493143727781,0.00210536035828062,6.46382566138788e-05,0.000784893116025671,0.000572510272865783,0.000803361189343922,0,0.0430767810148206,0,0,0,0.126986472136294,0.126986472136294,1
"44",0,0,0.000273478974292976,3.21739969756443e-05,0.000852610919854574,0.00307261671117403,0.0381422734146263,0,0,0,0,0,0.111016376564461,0.0371448795083813,0,0.000418261960683376,0,0.000868697918342396,0.0328818249091085,0,0.00434348959171198,0.000740001930439819,0,0.476706026189634,0.00205913580644123,3.21739969756443e-05,0,0.0122904668446961,0,0.000418261960683376,0,0,0.000595218944049419,0.00262218075351501,0,0,0.053457095975033,0,0,0,0.111016376564461,0.111016376564461,1
