"","1","2","3","4","5","6","7","8","10","13","14","15","16","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","43","9","11","12","17","18","Total"
"45",0,0,0,0,0,0,0.010756157900398,0,0,0,0,0,0.11595138216629,0.0409809616005163,0,0.00010756157900398,0,0.00010756157900398,0.0151661826395611,0,0,0.000430246316015919,0,0.492632031838227,0.00118317736904378,0,0,0.00914273421533828,0,0,0,0,0,0.00010756157900398,0,0,0.0815316768850167,0,0,0,0.11595138216629,0.11595138216629,1
"48",0,0,0.000178114637612506,2.27380388441497e-05,0,0,0.0219422074846045,0.000648034107058266,0.0013112269066793,0,0,0,0.243387967787778,0.135363334912364,0.00180388441496921,0,0,0.00338038844149692,0.0108233064898153,0,0.00025769777356703,0,0,0.0104557081951682,0.000109900521080057,0,0.00121269540502132,0.00247086688773093,0.00126196115585031,0.00416485078162008,0.018580767408811,0.0392231170061582,0,0,5.30554239696826e-05,2.27380388441497e-05,0.0132790146849834,0.000648034107058266,0.0013112269066793,0.0013112269066793,0.243387967787778,0.243387967787778,1
"49",0,0,0,0,0,0,0,0,0,0,0,0,0.23281898340249,0.131353734439834,0,0.000259336099585062,0,0,0.0138744813278008,0,0.00291753112033195,0.00862292531120332,0.00499221991701245,0.0366960580912863,0.00220435684647303,0,0,0,0.00142634854771784,0,0.00265819502074689,0,0,0.000713174273858921,0,0,0.0958246887966805,0,0,0,0.23281898340249,0.23281898340249,1
"51",0,0,0,0,0,0,0.0113917026624161,0,0,0,0,0,0.0193343415769946,0.0052225570945174,7.61622909617121e-05,0,0,0.0112937797168939,0,0,0.000163204909203669,0.0499189415617622,0.00233927036525259,0.267547247821214,0,0,0,0,0.0172888400483087,0.497600887834706,0,0,0,0,0,0,0.0791543809637794,0,0,0,0.0193343415769946,0.0193343415769946,1
"52",0,0,0,0,0,0,0,0,0,0,0,0,0.142036469259319,0.0493141842827174,0,0,0,0,0,0,0,0,0,0.375181539454575,0,0,0,0,0,0.00758431499112474,0,0,0,0,0,0,0.141810553493626,0,0,0,0.142036469259319,0.142036469259319,1
"53",0,0,0,0,0,0,0,0,0,0,0,0,0.132956824033316,0.0933758883760663,0,0.00180344790764448,0,0,0,0,0,7.11887331964928e-05,0.000925453531554406,0.159367844049215,9.4918310928657e-05,0,0,0,2.37295777321643e-05,0.3031097611618,0,0,0.000154242255259068,0,9.4918310928657e-05,0,0.0421081356857255,0,0,0,0.132956824033316,0.132956824033316,1
"54",0,0,0,0,0,0,0.0049316490742343,0,0,0,0,0,0.0420487973697872,0.0194670358193459,0.00136269250735421,0.00118965218896003,0,0.0162441598892542,0.00129780238795639,0,0,0.0257397473611351,0.00188181346253677,0.196206091019207,0.000389340716386918,0.000930091711368749,0,0.00067053123377747,0,0.196876622252985,0,8.65201591970929e-05,0.00661879217857761,0,0,0,0.399961065928361,0,0,0,0.0420487973697872,0.0420487973697872,1
"55",0,0,0,0,0,0,0,0,0,0,0,0,0.115822536317236,0.0215940321947389,0,0,0,0,0,0,0,0,0,0.395367098547311,0,0,0,0,0,0,0,0,0,0,0,0,0.235571260306243,0,0,0,0.115822536317236,0.115822536317236,1
"56",0,0.000216260748674116,0,0,0,0,0.201956644868956,0.0675145461098811,0,0,0,0,0.132258895010556,0.0066834869471191,0.00479892899438752,6.17887853354616e-05,0,0.0379280160650842,0.0411101385098605,0,0,0.00648782246022347,0.00264661963853561,0.100993769630812,0,0,0,0.00077235981669327,0.00506668039750785,0.0154677925956439,0.0102775346274651,0.00187425982184234,0,0,0,0,0.0318521188404305,0.0675145461098811,0,0,0.132258895010556,0.132258895010556,1
"61",0,0,0,0,0,0,0.0594262703586309,0,0,0,0,0,0.116799234495545,0.0672009249845504,0,0,0,0.000757530450730618,0.00067779040328529,0,0,0,0.00199350118613321,0.206446982835955,0,0,0,0.000338895201642645,0,0.00334908199270379,0,0,0,0.000438570260949305,0.000239220142335985,0,0.30873352869645,0,0,0,0.116799234495545,0.116799234495545,1
"62",0,0,0,0,0,0,0.057638229966359,0,0,0,0,0,0.0488139394462175,0.0242732683515915,0.0152505822479082,0.375692228068662,0.000552057275942379,0.0141205900112137,0.000207021478478392,0,0,0.00169930130251014,0.00144915034934874,0.0393599585957043,0.0111877857327698,0.000577934960752178,0.00241525058224791,0.00113861813163116,0.00361424997843526,0.000948848443025964,0,0,0.0304407832312602,0.00148365392909514,0.00182868972655913,0,0.269679979297852,0,0,0,0.0488139394462175,0.0488139394462175,1
"71",0,0,0.000319238015490894,0.000120368432070337,0,0,0.152836508268788,0.0743615239690182,4.18672807201172e-05,0,0,0,0.0032865815365292,0.00188402763240528,0,0.000120368432070337,7.32677412602052e-05,7.85011513502198e-05,3.66338706301026e-05,0,0,0,0.000235503454050659,0.612429348963785,0.000727444002512037,0.000115135021980322,0.000172702532970484,0.000104668201800293,0,0.000340171655850952,0,0,0,0.0395227129997907,0.0117385388319029,0,0.0204364664015072,0.0743615239690182,4.18672807201172e-05,4.18672807201172e-05,0.0032865815365292,0.0032865815365292,1
"72",0,0.00447840656415396,0.0187184867370267,0.00470389276878269,0.109392126773355,0.0257242178447277,0.517309197958097,0.127164824152078,0,0.000632614074097272,0,0,0.00664871128370549,0.00233315586733895,0,7.51620682095769e-05,6.26350568413141e-06,0.000140928877892957,0.00173185932166233,0,3.75810341047884e-05,0.00194168676208074,0.00238639566565407,0.0265635276064013,0.00374557639911058,0.00101155616798722,0.000112743102314365,0.000125270113682628,1.25270113682628e-05,0,0,0,0,0.000848705020199806,0,0,0.00369233660079547,0.127164824152078,0,0,0.00664871128370549,0.00664871128370549,1
"81",0,6.20245544265465e-05,0.000623894047467027,7.66185672327927e-05,0,0,0.0037871463232209,0.00294434208366018,0,0,0,0,0.0267654194866556,0.0608059543572249,0.00091212580039039,0.00165642045350895,0,0.0292464016637175,0.163321597314702,0,0,0.00060930003466078,0.00155426236386522,0.0323330353722385,0.00337486546144444,0.00253935822828685,0,0.146527537077914,0.200667676085886,0.0911687980006202,0.0675921703121295,0.0493861393363373,0.000134994618457778,0.00572450152325009,8.75640768374774e-05,0,0.0516226717988945,0.00294434208366018,0,0,0.0267654194866556,0.0267654194866556,1
"91",0.000202291769987732,0,0.000646028555767273,0,0,0,0.0175276030382919,0,0.00458745530004437,0,0,0,0.0820782542872804,0.0382396700686487,0.0117851269870272,0.434640181671061,0.000417634621910156,0.00185977917569366,0.000730860588342774,0.000587298687061157,0.000345853671269348,0,0.00640155568896662,0.0551603977969774,0.00897261883010102,0.0105061209574274,0,0.00383049254783222,0,0.00403278431781995,0.000104408655477539,0.000652554096734619,0.000482890031583618,0.000156612983216309,0.0127378559682598,0,0.129982250528569,0,0.00458745530004437,0.00458745530004437,0.0820782542872804,0.0820782542872804,1
